,NAME,FNAME,POSITION,POSITION2,HAND,OVERALLRTG,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,CHEMTYPE,year
160,Trybanski,Cezary,0.0,0.0,0,46,48,2.0,30,58,45,69,70.0,59.0,34,50.0,57.0,50,52,55,33,61,50,13,5,62.0,0.0,35,,05
161,Humphrey,Ryan,1.0,2.0,0,43,34,0.0,59,68,37,65,62.0,74.0,13,40.0,53.0,53,56,65,25,68,43,12,10,50.0,1.0,15,,05
162,Archibald,Robert,1.0,1.0,0,40,42,2.0,38,62,43,48,60.0,68.0,10,47.0,62.0,48,41,50,18,61,58,13,13,52.0,0.0,35,,05
163,Mourning,Alonzo,0.0,0.0,0,79,79,18.0,70,79,35,87,70.0,87.0,30,78.0,78.0,60,61,50,37,84,55,15,72,87.0,0.0,78,,05
164,Grant,Brian,1.0,0.0,0,62,65,0.0,78,69,40,25,62.0,75.0,24,56.0,78.0,65,61,55,42,77,75,12,68,75.0,1.0,27,,05
165,Jones,Eddie,3.0,3.0,0,70,75,81.0,83,80,56,18,10.0,48.0,42,77.0,74.0,73,75,65,66,50,50,25,81,55.0,41.0,58,,05
166,Best,Travis,4.0,4.0,1,56,60,60.0,85,0,45,5,11.0,35.0,69,64.0,77.0,80,83,50,75,28,68,25,58,43.0,11.0,53,,05
167,Marks,Sean,1.0,0.0,0,37,55,0.0,18,58,42,43,29.0,64.0,7,46.0,42.0,52,50,50,29,73,70,12,30,48.0,1.0,25,,05
168,Stepania,Vladimir,0.0,1.0,0,52,65,0.0,61,58,45,54,78.0,78.0,25,46.0,39.0,55,60,40,53,71,68,12,27,61.0,0.0,15,,05
169,Allen,Malik,1.0,0.0,0,48,39,0.0,76,58,35,74,56.0,67.0,13,59.0,48.0,48,57,50,28,76,47,12,33,58.0,1.0,27,,05
170,Butler,Caron,2.0,1.0,0,61,59,44.0,76,80,67,11,36.0,62.0,31,59.0,44.0,69,65,76,70,59,60,20,70,59.0,6.0,34,,05
171,Butler,Rasual,2.0,2.0,0,52,61,87.0,76,57,27,31,4.0,45.0,17,77.0,39.0,67,70,50,63,52,65,25,60,48.0,43.0,23,,05
172,Lampley,Sean,2.0,1.0,0,39,49,2.0,70,58,27,11,43.0,62.0,31,67.0,48.0,48,57,50,28,49,47,13,31,58.0,0.0,50,,05
173,Smith,Joe,1.0,1.0,0,66,58,9.0,86,65,38,71,75.0,82.0,17,70.0,50.0,64,66,50,55,59,75,13,62,64.0,0.0,39,,05
174,Thomas,Tim,2.0,1.0,0,68,72,70.0,78,82,56,16,25.0,66.0,29,77.0,48.0,60,64,77,59,62,65,25,69,75.0,23.0,55,,05
175,Kukoc,Toni,2.0,2.0,1,60,68,64.0,73,10,72,22,32.0,72.0,64,78.0,48.0,67,58,40,69,63,50,25,51,57.0,33.0,51,,05
176,Przybilla,Joel,0.0,0.0,0,43,42,2.0,50,58,34,90,71.0,81.0,11,18.0,51.0,41,43,50,28,57,40,13,36,66.0,0.0,15,,05
177,Mason,Desmond,2.0,3.0,0,66,59,42.0,77,95,43,16,29.0,56.0,29,77.0,56.0,82,74,96,76,65,38,20,70,48.0,4.0,58,,05
178,Redd,Michael,3.0,3.0,1,78,85,85.0,87,30,60,4,43.0,59.0,51,83.0,48.0,80,80,70,79,59,85,25,81,55.0,25.0,83,,05
179,Haislip,Marcus,1.0,1.0,0,58,53,20.0,71,80,42,74,64.0,64.0,7,67.0,53.0,61,62,75,38,62,55,18,30,60.0,2.0,30,,05
180,Gadzuric,Dan,0.0,1.0,0,53,42,0.0,49,58,75,90,75.0,80.0,11,64.0,51.0,42,43,50,28,66,40,12,44,66.0,0.0,29,,05
181,Ford,TJ,4.0,4.0,0,60,45,33.0,82,30,75,4,21.0,50.0,94,51.0,53.0,84,83,55,81,38,65,20,58,50.0,5.0,41,,05
182,Johnson,Ervin,0.0,0.0,0,48,36,0.0,61,58,51,72,52.0,80.0,13,26.0,75.0,41,48,40,22,74,86,12,39,54.0,0.0,16,,05
183,Trent,Gary,1.0,2.0,0,57,56,0.0,76,68,21,27,66.0,69.0,24,70.0,57.0,58,55,77,52,77,60,12,40,62.0,0.0,46,,05
184,Gill,Kendall,2.0,3.0,0,62,51,45.0,74,59,81,18,35.0,49.0,31,74.0,62.0,74,70,65,62,61,70,20,55,55.0,6.0,43,,05
185,Strickland,Rod,4.0,4.0,0,60,62,49.0,73,5,54,14,22.0,53.0,88,61.0,67.0,75,80,40,78,46,77,20,47,55.0,10.0,48,,05
186,Cassell,Sam,4.0,3.0,0,72,79,67.0,87,0,66,11,13.0,42.0,89,84.0,77.0,81,74,50,88,46,78,25,82,55.0,14.0,65,,05
187,Hudson,Troy,4.0,4.0,0,56,70,83.0,82,0,45,0,7.0,32.0,69,76.0,62.0,80,88,43,76,39,60,25,50,48.0,37.0,40,,05
188,Nesterovic,Rasho,0.0,0.0,0,59,54,0.0,47,58,40,85,78.0,77.0,24,58.0,34.0,58,60,50,28,68,80,12,67,71.0,0.0,32,,05
189,Szczerbiak,Wally,2.0,3.0,0,63,82,76.0,83,45,35,2,31.0,55.0,27,80.0,60.0,69,66,68,67,65,70,25,65,64.0,19.0,30,,05
190,Jackson,Marc,0.0,1.0,0,54,62,0.0,79,60,37,16,62.0,71.0,15,66.0,55.0,58,40,75,40,85,54,12,52,69.0,1.0,35,,05
191,Garnett,Kevin,1.0,2.0,0,98,66,44.0,79,94,69,80,62.0,99.0,62,85.0,90.0,72,70,90,59,54,90,20,85,88.0,2.0,90,,05
192,Woods,Loren,0.0,0.0,0,52,50,17.0,78,66,53,59,62.0,84.0,27,43.0,56.0,34,38,45,40,66,50,15,24,64.0,1.0,35,,05
193,Wilks,Mike,4.0,4.0,0,46,72,54.0,79,0,72,9,24.0,39.0,66,42.0,60.0,70,75,20,60,54,50,23,35,38.0,27.0,13,,05
194,Ebi,Ndudi,2.0,1.0,0,48,59,44.0,62,71,26,75,39.0,65.0,12,47.0,51.0,59,58,73,49,45,40,20,25,62.0,1.0,17,,05
195,Johnson,Anthony,4.0,4.0,0,51,57,63.0,80,0,74,9,14.0,34.0,62,54.0,64.0,71,74,40,67,49,69,25,53,43.0,29.0,18,,05
196,Mutombo,Dikembe,0.0,0.0,0,58,59,0.0,68,55,21,90,72.0,80.0,8,46.0,96.0,48,48,35,31,80,55,12,53,79.0,0.0,29,,05
197,Kittles,Kerry,3.0,3.0,0,64,74,68.0,79,58,80,23,15.0,50.0,35,72.0,56.0,75,71,65,66,39,55,25,77,49.0,28.0,46,,05
198,Harris,Lucious,3.0,3.0,0,49,68,65.0,85,10,50,2,21.0,36.0,43,61.0,45.0,65,66,50,69,55,65,25,52,39.0,21.0,35,,05
199,Rogers,Rodney,1.0,2.0,1,67,68,68.0,77,55,77,31,57.0,74.0,48,74.0,59.0,50,49,40,46,81,81,25,50,67.0,30.0,28,,05
200,Kidd,Jason,4.0,4.0,0,85,72,69.0,83,22,83,9,28.0,72.0,95,75.0,94.0,87,87,70,87,61,75,25,77,60.0,30.0,75,,05
201,Williams,Aaron,1.0,0.0,1,57,45,11.0,68,69,46,56,62.0,73.0,29,64.0,60.0,58,51,73,20,69,61,15,47,65.0,1.0,24,,05
202,Martin,Kenyon,1.0,2.0,0,76,63,36.0,68,85,78,59,48.0,89.0,35,78.0,80.0,66,69,85,45,65,34,20,64,75.0,1.0,60,,05
203,Jefferson,Richard,2.0,2.0,0,75,52,59.0,76,95,54,14,28.0,60.0,49,78.0,50.0,72,75,91,68,62,60,23,83,69.0,11.0,85,,05
204,Collins,Jason,0.0,0.0,0,46,53,0.0,74,47,56,41,52.0,62.0,34,40.0,44.0,45,43,50,32,75,25,12,65,68.0,0.0,25,,05
205,Armstrong,Brandon,3.0,3.0,1,45,79,74.0,65,10,51,7,22.0,38.0,15,67.0,36.0,66,64,50,69,43,70,25,35,38.0,29.0,34,,05
206,Scalabrine,Brian,1.0,1.0,0,41,50,49.0,83,23,42,25,36.0,72.0,35,50.0,46.0,34,34,30,36,69,50,20,37,52.0,18.0,30,,05
207,Slay,Tamar,3.0,2.0,0,49,62,50.0,42,60,84,18,24.0,45.0,25,64.0,55.0,60,62,65,64,56,55,23,21,41.0,24.0,30,,05
208,Wesley,David,3.0,4.0,0,64,68,73.0,75,0,66,11,11.0,28.0,43,75.0,77.0,80,75,65,79,60,85,25,70,57.0,35.0,52,,05
209,Lynch,George,2.0,2.0,0,59,59,62.0,67,58,51,18,46.0,67.0,34,42.0,85.0,60,64,50,54,68,80,25,54,57.0,37.0,28,,05
210,Mashburn,Jamal,2.0,2.0,0,66,73,61.0,81,75,35,11,21.0,71.0,32,81.0,64.0,70,66,55,71,65,42,25,71,65.0,16.0,78,,05
211,Anderson,Kenny,4.0,4.0,1,50,65,13.0,73,0,53,9,17.0,36.0,67,56.0,53.0,88,81,50,92,38,58,15,45,50.0,1.0,36,,05
212,Brown,P.J.,1.0,0.0,0,64,50,0.0,85,69,53,43,70.0,78.0,28,58.0,82.0,62,59,50,35,65,79,12,76,63.0,0.0,38,,05
213,Pack,Robert,4.0,4.0,0,47,44,2.0,75,10,86,0,20.0,49.0,86,64.0,54.0,76,73,65,64,32,34,13,33,43.0,0.0,33,,05
214,Augmon,Stacey,2.0,2.0,1,52,54,11.0,79,60,72,18,29.0,46.0,29,54.0,71.0,70,72,65,56,55,67,15,50,47.0,2.0,20,,05
215,Drew,Bryce,4.0,3.0,0,51,76,75.0,58,0,77,4,14.0,39.0,64,53.0,60.0,71,70,40,78,25,90,25,13,46.0,38.0,35,,05
216,Traylor,Robert,1.0,1.0,0,61,57,22.0,55,65,77,63,79.0,78.0,22,74.0,40.0,41,54,25,42,97,50,18,40,70.0,0.0,40,,05
217,Alexander,Courtney,3.0,2.0,0,51,71,57.0,81,48,42,7,24.0,31.0,28,74.0,43.0,80,63,65,57,38,62,23,49,47.0,11.0,34,,05
218,Moiso,Jerome,1.0,2.0,1,57,56,2.0,66,68,54,84,72.0,82.0,17,61.0,50.0,50,56,50,42,52,65,13,32,54.0,1.0,36,,05
219,Magloire,Jamaal,0.0,1.0,0,67,39,0.0,75,75,29,70,74.0,87.0,15,77.0,63.0,50,56,40,53,76,85,12,80,68.0,0.0,49,,05
220,Davis,Baron,4.0,3.0,0,88,78,83.0,67,89,87,16,20.0,43.0,86,82.0,74.0,90,88,85,80,69,55,25,84,56.0,41.0,84,,05
221,Houston,Allan,3.0,3.0,0,65,79,79.0,91,51,38,2,8.0,29.0,27,80.0,75.0,84,72,65,66,50,84,25,73,61.0,25.0,55,,05
222,McDyess,Antonio,1.0,1.0,0,62,62,0.0,55,60,74,41,62.0,86.0,20,61.0,64.0,70,70,85,35,72,50,12,47,74.0,0.0,32,,05
223,Ward,Charlie,4.0,4.0,0,57,61,85.0,74,0,62,14,8.0,56.0,84,66.0,68.0,75,73,42,75,47,58,25,45,47.0,48.0,24,,05
224,Weatherspoon,Clarence,1.0,2.0,0,57,58,0.0,74,58,64,29,69.0,74.0,17,58.0,45.0,59,62,50,50,90,82,12,40,62.0,1.0,21,,05
225,Eisley,Howard,4.0,3.0,0,59,64,68.0,85,0,70,5,11.0,39.0,86,61.0,70.0,79,67,40,78,44,92,25,51,52.0,36.0,25,,05
226,Thomas,Kurt,1.0,1.0,0,65,63,12.0,83,65,40,50,52.0,86.0,32,67.0,78.0,55,58,50,32,66,70,15,72,75.0,1.0,43,,05
227,Sprewell,Latrell,3.0,2.0,0,71,76,66.0,81,80,53,11,14.0,43.0,45,76.0,74.0,75,73,68,72,49,80,25,83,64.0,23.0,55,,05
228,Harrington,Othella,1.0,1.0,1,52,61,0.0,74,62,26,25,55.0,71.0,17,58.0,52.0,60,50,50,40,66,77,12,55,71.0,1.0,35,,05
229,Anderson,Shandon,2.0,3.0,0,58,61,56.0,76,54,64,14,22.0,46.0,31,62.0,71.0,71,68,65,58,56,75,23,59,60.0,22.0,20,,05
230,Doleac,Michael,0.0,0.0,0,54,60,0.0,87,53,42,56,70.0,79.0,21,61.0,55.0,52,42,25,45,78,68,12,45,57.0,0.0,20,,05
231,Williams,Frank,4.0,3.0,0,50,55,61.0,85,10,64,14,8.0,34.0,84,59.0,58.0,72,72,30,68,63,50,25,34,49.0,28.0,10,,05
232,Sweetney,Mike,1.0,1.0,0,59,39,0.0,72,64,67,40,88.0,81.0,14,70.0,55.0,55,64,30,39,82,72,12,29,77.0,1.0,35,,05
233,DeClercq,Andrew,0.0,1.0,0,55,36,0.0,81,58,72,43,78.0,75.0,18,37.0,61.0,60,55,50,31,76,85,12,44,50.0,1.0,24,,05
234,Whitney,Chris,4.0,4.0,0,52,84,73.0,83,0,51,4,3.0,32.0,67,64.0,61.0,69,73,50,68,44,92,25,24,43.0,40.0,25,,05
235,Armstrong,Darrell,4.0,4.0,0,65,67,79.0,85,0,87,11,22.0,39.0,67,72.0,75.0,91,83,40,79,46,60,25,66,51.0,58.0,35,,05
236,Vaughn,Jacque,4.0,4.0,0,47,63,24.0,78,0,64,2,7.0,43.0,82,40.0,68.0,74,69,50,73,52,45,18,46,40.0,7.0,20,,05
237,McGrady,Tracy,3.0,2.0,0,90,71,82.0,80,96,64,25,29.0,62.0,67,89.0,82.0,85,81,90,79,56,70,25,83,65.0,32.0,95,,05
238,Hill,Grant,2.0,2.0,0,68,76,14.0,82,56,61,25,39.0,85.0,80,79.0,71.0,70,70,55,76,62,30,15,57,60.0,1.0,51,,05
239,Garrity,Pat,1.0,1.0,0,53,87,83.0,83,55,45,13,22.0,48.0,22,64.0,51.0,61,60,40,58,68,60,25,21,56.0,1.0,35,,05
240,Hunter,Steven,0.0,1.0,0,48,53,0.0,33,72,11,93,56.0,74.0,7,46.0,58.0,52,56,70,36,53,58,12,35,63.0,0.0,25,,05
241,Gooden,Drew,1.0,1.0,0,66,46,42.0,64,75,53,54,60.0,78.0,21,75.0,48.0,64,63,64,51,62,66,20,63,71.0,5.0,40,,05
242,Giricek,Gordan,3.0,2.0,0,60,75,68.0,85,40,51,13,20.0,46.0,29,78.0,45.0,70,70,60,63,60,80,25,64,50.0,20.0,43,,05
243,McKie,Aaron,3.0,2.0,0,61,72,73.0,76,10,74,18,17.0,52.0,45,62.0,74.0,72,65,50,62,57,87,25,64,49.0,29.0,38,,05
244,Coleman,Derrick,0.0,1.0,1,59,61,46.0,75,55,50,50,43.0,80.0,27,62.0,51.0,59,45,45,56,85,47,20,50,74.0,13.0,20,,05
245,Snow,Eric,4.0,4.0,0,60,64,14.0,80,20,61,4,17.0,39.0,86,54.0,88.0,80,82,33,74,58,70,15,80,60.0,2.0,35,,05
246,Van Horn,Keith,2.0,1.0,0,68,73,73.0,86,58,53,23,52.0,74.0,25,79.0,44.0,70,64,48,59,76,64,25,71,66.0,25.0,56,,05
247,Hill,Tyrone,1.0,1.0,0,51,59,2.0,68,58,62,31,72.0,85.0,15,45.0,75.0,48,49,40,28,61,50,13,53,61.0,0.0,32,,05
248,Skinner,Brian,1.0,1.0,0,54,45,0.0,57,66,35,63,62.0,82.0,15,72.0,64.0,52,45,50,24,84,66,12,60,55.0,0.0,24,,05
249,Thomas,Kenny,1.0,0.0,0,62,56,8.0,75,52,56,20,74.0,81.0,20,72.0,41.0,68,69,50,65,75,54,13,79,74.0,1.0,35,,05
250,Buckner,Greg,2.0,3.0,0,46,51,55.0,74,10,54,9,32.0,57.0,31,45.0,64.0,62,65,50,50,60,62,23,34,54.0,25.0,35,,05
251,Williams,Monty,2.0,1.0,0,51,54,0.0,75,58,80,29,35.0,63.0,46,64.0,54.0,67,63,50,53,48,64,12,27,61.0,0.0,23,,05
252,Dalembert,Samuel,0.0,0.0,0,57,42,0.0,64,62,37,91,71.0,85.0,4,58.0,60.0,64,50,63,43,71,50,12,63,48.0,0.0,25,,05
253,Iverson,Allen,3.0,4.0,0,85,75,62.0,75,40,86,4,14.0,38.0,82,85.0,80.0,99,99,90,99,37,88,25,84,50.0,17.0,93,,05
254,Salmons,John,2.0,3.0,0,49,56,66.0,77,53,70,16,20.0,52.0,41,53.0,47.0,41,43,48,60,55,65,25,52,43.0,35.0,30,,05
255,Outlaw,Bo,1.0,0.0,0,57,42,2.0,62,58,51,65,60.0,69.0,31,40.0,79.0,65,64,65,33,51,89,13,55,55.0,0.0,28,,05
256,Williams,Scott,0.0,1.0,0,46,40,26.0,59,57,70,49,59.0,81.0,15,72.0,39.0,45,33,40,21,79,49,18,30,52.0,0.0,11,,05
257,Marbury,Stephon,4.0,4.0,0,85,77,63.0,82,54,74,4,14.0,34.0,91,79.0,65.0,92,93,87,95,60,90,25,87,50.0,19.0,85,,05
258,Gugliotta,Tom,1.0,1.0,0,56,68,14.0,71,41,70,23,64.0,74.0,38,38.0,62.0,60,52,40,57,73,74,15,37,68.0,0.0,36,,05
259,Hardaway,Penny,3.0,4.0,0,60,62,59.0,80,55,61,16,27.0,56.0,44,64.0,59.0,70,68,45,80,58,46,23,64,57.0,11.0,39,,05
260,Marion,Shawn,2.0,2.0,0,82,62,65.0,85,85,84,52,53.0,77.0,32,77.0,60.0,75,71,78,71,63,78,25,87,58.0,19.0,62,,05
261,Tsakalidis,Jake,0.0,0.0,0,46,41,2.0,67,64,21,50,67.0,72.0,11,58.0,49.0,45,39,50,35,76,32,13,35,67.0,0.0,38,,05
262,Langhi,Dan,2.0,1.0,0,38,59,56.0,10,66,51,18,28.0,67.0,20,66.0,42.0,48,43,40,36,40,60,23,28,40.0,6.0,45,,05
263,Voskuhl,Jake,0.0,0.0,0,44,40,0.0,74,58,48,25,62.0,71.0,17,53.0,64.0,39,43,40,22,68,46,12,56,59.0,1.0,21,,05
264,Johnson,Joe,2.0,3.0,0,64,60,61.0,75,67,51,13,20.0,49.0,53,78.0,37.0,64,69,69,69,70,46,25,87,58.0,21.0,55,,05
265,Ford,Alton,1.0,1.0,0,39,60,2.0,48,42,24,25,57.0,78.0,7,70.0,50.0,40,38,45,38,88,47,13,7,46.0,0.0,35,,05
266,Jacobsen,Casey,3.0,2.0,0,49,76,85.0,82,10,48,7,18.0,46.0,27,50.0,47.0,65,65,50,58,59,50,25,57,48.0,50.0,28,,05
267,Stoudemire,Amare,1.0,1.0,0,76,49,9.0,71,83,58,72,63.0,78.0,27,82.0,42.0,62,70,82,35,75,80,13,75,73.0,1.0,82,,05
268,Daniels,Antonio,3.0,4.0,0,64,62,66.0,84,48,54,7,13.0,42.0,88,72.0,52.0,74,69,65,72,56,71,25,51,49.0,29.0,48,,05
269,Davis,Dale,0.0,1.0,0,58,44,0.0,61,69,46,59,72.0,72.0,21,38.0,74.0,56,53,50,27,72,91,12,54,81.0,1.0,23,,05
270,Stoudamire,Damon,4.0,4.0,1,68,71,76.0,88,0,59,5,14.0,43.0,82,67.0,72.0,88,90,50,86,44,76,25,83,45.0,41.0,42,,05
271,Anderson,Derek,3.0,4.0,0,64,76,71.0,82,60,67,2,11.0,46.0,62,74.0,62.0,73,73,62,57,49,59,25,72,44.0,42.0,50,,05
272,Wallace,Rasheed,1.0,0.0,0,81,78,67.0,74,79,46,85,35.0,74.0,32,77.0,79.0,75,63,75,32,60,85,25,75,91.0,25.0,60,,05
273,Pippen,Scottie,3.0,2.0,0,65,63,63.0,63,55,74,36,39.0,62.0,59,64.0,80.0,71,68,44,75,64,45,25,36,58.0,34.0,45,,05
274,Patterson,Ruben,2.0,3.0,0,60,58,19.0,55,71,84,20,63.0,45.0,41,59.0,76.0,67,67,73,61,66,59,15,54,49.0,3.0,30,,05
275,Wells,Bonzi,2.0,3.0,0,70,80,54.0,75,60,82,16,34.0,52.0,36,78.0,61.0,85,80,65,75,58,80,23,60,48.0,8.0,40,,05
276,McInnis,Jeff,4.0,4.0,0,59,63,61.0,80,33,56,4,16.0,32.0,86,67.0,49.0,78,77,40,77,40,88,25,73,41.0,17.0,23,,05
277,Randolph,Zach,1.0,0.0,1,71,47,7.0,76,70,45,28,70.0,88.0,35,81.0,49.0,55,66,65,44,77,81,13,82,81.0,1.0,77,,05
278,Boumtje,Ruben,0.0,0.0,0,37,50,0.0,4,58,22,84,70.0,72.0,10,30.0,52.0,42,30,34,15,74,47,12,40,64.0,1.0,10,,05
279,Woods,Qyntel,3.0,2.0,0,57,62,48.0,63,63,54,34,56.0,71.0,34,64.0,44.0,70,70,67,63,60,50,20,31,40.0,12.0,30,,05
280,Jackson,Bobby,4.0,3.0,0,71,75,84.0,75,34,77,11,38.0,53.0,43,83.0,74.0,90,90,57,70,49,55,25,51,60.0,36.0,58,,05
281,Webber,Chris,1.0,1.0,0,77,79,14.0,71,56,69,40,48.0,82.0,62,80.0,76.0,73,71,53,59,70,60,15,68,87.0,0.0,80,,05
282,Christie,Doug,3.0,3.0,0,67,65,59.0,86,61,85,23,20.0,50.0,62,58.0,95.0,75,71,40,61,53,81,23,76,35.0,20.0,33,,05
283,Jackson,Jimmy,2.0,3.0,0,60,72,79.0,84,10,51,13,14.0,72.0,35,64.0,52.0,70,67,50,66,62,70,25,84,68.0,45.0,25,,05
284,Divac,Vlade,0.0,0.0,0,65,71,16.0,65,48,45,54,48.0,72.0,86,66.0,68.0,52,53,30,58,73,75,15,66,75.0,1.0,40,,05
285,Pollard,Scot,0.0,0.0,0,50,42,0.0,57,62,62,63,74.0,72.0,7,30.0,75.0,48,41,50,20,80,58,12,32,72.0,0.0,21,,05
286,Funderburke,Lawrence,1.0,1.0,1,48,59,0.0,22,58,8,77,60.0,78.0,17,62.0,59.0,54,58,50,42,56,47,12,20,75.0,0.0,42,,05
287,Stojakovic,Peja,2.0,2.0,0,81,88,92.0,93,60,61,12,29.0,69.0,43,84.0,58.0,75,69,61,67,63,86,25,87,70.0,39.0,85,,05
288,Clark,Keon,1.0,0.0,1,60,47,0.0,66,71,40,90,63.0,80.0,22,58.0,63.0,65,62,65,40,55,70,12,24,81.0,0.0,15,,05
289,Bibby,Mike,4.0,4.0,0,75,76,77.0,82,33,69,9,18.0,38.0,81,79.0,60.0,87,83,64,88,52,75,25,80,58.0,32.0,57,,05
290,Jones,Damon,4.0,4.0,0,58,84,76.0,76,0,27,4,6.0,41.0,93,67.0,65.0,75,79,60,89,46,75,25,59,34.0,52.0,24,,05
291,Cleaves,Mateen,4.0,4.0,0,45,48,47.0,42,0,70,2,15.0,39.0,80,64.0,52.0,76,72,40,75,43,39,20,40,36.0,4.0,35,,05
292,Turkoglu,Hedo,2.0,3.0,0,58,69,78.0,71,23,70,25,21.0,74.0,36,69.0,35.0,60,61,37,67,59,70,25,61,62.0,37.0,37,,05
293,Wallace,Gerald,2.0,2.0,0,62,54,15.0,53,94,77,33,55.0,70.0,20,74.0,52.0,70,70,96,60,58,50,15,31,63.0,1.0,49,,05
294,Bowen,Bruce,2.0,3.0,0,58,75,67.0,58,34,75,20,14.0,42.0,21,42.0,90.0,68,73,60,56,49,90,25,72,51.0,42.0,28,,05
295,Willis,Kevin,0.0,1.0,0,56,60,0.0,62,58,86,40,75.0,77.0,14,76.0,51.0,43,40,50,30,75,87,12,23,62.0,1.0,35,,05
296,Smith,Steve,3.0,3.0,0,51,78,76.0,93,10,30,11,24.0,31.0,29,74.0,63.0,74,69,30,68,60,55,25,37,63.0,36.0,24,,05
297,Duncan,Tim,1.0,1.0,0,91,82,15.0,60,77,45,86,71.0,97.0,42,90.0,94.0,65,67,60,46,85,85,15,88,99.0,1.0,88,,05
298,Rose,Malik,1.0,1.0,0,60,59,0.0,81,65,53,31,71.0,78.0,27,75.0,74.0,50,55,50,30,81,65,12,46,60.0,1.0,44,,05
299,Jackson,Stephen,3.0,2.0,0,63,67,75.0,78,50,82,11,27.0,49.0,41,79.0,53.0,70,72,50,61,59,50,25,80,53.0,33.0,30,,05
300,Claxton,Speedy,4.0,4.0,0,59,62,27.0,81,0,88,9,20.0,39.0,84,77.0,38.0,90,86,50,85,40,38,18,59,47.0,4.0,55,,05
301,Bateer,Mengke,0.0,0.0,0,43,35,15.0,56,56,45,20,63.0,76.0,27,45.0,58.0,42,42,45,32,86,44,15,20,62.0,1.0,29,,05
302,Parker,Tony,4.0,4.0,0,75,70,61.0,74,5,62,5,30.0,50.0,88,80.0,68.0,90,90,60,85,51,85,25,80,70.0,21.0,65,,05
303,Ginobili,Manu,3.0,3.0,1,74,70,71.0,80,80,88,11,31.0,60.0,63,76.0,68.0,72,70,65,73,53,70,25,67,54.0,31.0,52,,05
304,Barry,Brent,3.0,3.0,0,68,82,85.0,83,80,82,14,10.0,55.0,86,67.0,39.0,65,66,55,65,52,53,25,70,44.0,59.0,45,,05
305,Campbell,Elden,0.0,1.0,0,59,62,0.0,69,55,43,80,48.0,80.0,25,73.0,57.0,51,52,50,48,86,63,12,37,67.0,1.0,25,,05
306,Allen,Ray,3.0,3.0,0,86,91,85.0,90,81,61,9,27.0,53.0,62,84.0,65.0,85,81,73,84,55,90,25,78,52.0,37.0,90,,05
307,Potapenko,Vitaly,0.0,1.0,0,50,55,0.0,64,49,29,32,57.0,70.0,18,62.0,47.0,47,42,44,28,93,87,12,51,68.0,1.0,32,,05
308,Lewis,Rashard,2.0,2.0,0,76,67,77.0,76,83,62,31,36.0,70.0,29,78.0,40.0,78,82,84,72,53,70,25,80,65.0,31.0,57,,05
309,Sesay,Ansu,2.0,1.0,1,57,43,41.0,70,68,59,56,60.0,45.0,15,66.0,58.0,65,60,66,48,60,90,20,29,56.0,11.0,32,,05
310,James,Jerome,0.0,0.0,0,49,42,0.0,66,64,37,82,64.0,75.0,15,62.0,41.0,34,26,50,18,86,55,12,40,65.0,0.0,34,,05
311,Booth,Calvin,0.0,0.0,1,47,46,0.0,80,35,26,90,57.0,77.0,11,54.0,54.0,55,65,33,37,60,38,12,44,63.0,0.0,15,,05
312,Radmanovic,Vladimir,1.0,2.0,0,63,81,81.0,75,58,64,29,36.0,69.0,29,77.0,41.0,61,63,75,46,64,32,25,68,54.0,46.0,41,,05
313,Drobnjak,Predrag,0.0,0.0,0,54,53,58.0,79,56,45,31,45.0,56.0,21,75.0,57.0,43,49,40,37,84,33,23,59,69.0,10.0,40,,05
314,Murray,Ronald,3.0,4.0,0,64,64,65.0,71,49,74,15,18.0,42.0,50,79.0,66.0,83,80,57,64,40,70,25,60,53.0,25.0,55,,05
315,Evans,Reggie,1.0,1.0,0,51,39,0.0,56,58,78,13,83.0,85.0,13,34.0,55.0,52,54,51,35,74,70,12,55,63.0,0.0,17,,05
316,Ridnour,Luke,4.0,4.0,0,59,70,63.0,82,5,82,11,25.0,35.0,80,66.0,50.0,84,80,40,73,38,65,25,42,50.0,22.0,35,,05
317,Collison,Nick,1.0,2.0,0,57,57,35.0,63,62,46,40,39.0,67.0,42,55.0,45.0,60,60,48,52,78,75,20,45,63.0,3.0,32,,05
318,Davis,Antonio,1.0,0.0,0,63,59,0.0,77,72,27,41,66.0,81.0,27,53.0,80.0,63,65,50,32,63,81,12,72,87.0,0.0,25,,05
319,Williams,Jerome,1.0,2.0,0,58,39,0.0,68,77,85,7,78.0,81.0,21,50.0,74.0,60,63,65,51,60,70,12,56,50.0,2.0,24,,05
320,Murray,Lamond,2.0,2.0,0,58,67,62.0,69,62,49,22,22.0,74.0,27,74.0,50.0,66,62,48,65,70,65,25,45,51.0,27.0,44,,05
321,Hunter,Lindsey,4.0,3.0,0,59,78,58.0,72,30,87,14,15.0,43.0,63,34.0,77.0,77,78,65,70,54,61,23,42,42.0,34.0,26,,05
322,Lenard,Voshon,3.0,3.0,0,57,79,78.0,79,25,50,9,17.0,36.0,34,77.0,64.0,65,68,35,67,56,80,25,68,41.0,30.0,43,,05
